Timestamp,Exchange,Pair,Bid,Ask,Last,Spread,Volume,Change,PricePerUSD
2025-08-06T00:01:29.247Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:01:29.441Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:01:56.719Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:01:57.460Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:01:58.206Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:01:58.737Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:01:58.945Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:01:59.312Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:01:59.505Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:02:26.768Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:02:27.485Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:02:28.195Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:02:28.735Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:02:28.928Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:02:29.122Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:02:29.484Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:02:56.751Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:02:57.597Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:02:58.313Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:02:58.857Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:02:59.046Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:02:59.236Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:02:59.425Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:03:26.771Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:03:27.498Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:03:28.174Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:03:28.716Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:03:28.910Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:03:29.103Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:03:29.295Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:03:56.741Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:03:57.443Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:03:58.164Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:03:58.862Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:03:59.054Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:03:59.411Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:03:59.774Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:04:26.743Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:04:27.372Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:04:28.078Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:04:28.609Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:04:28.800Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:04:29.007Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:04:29.202Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:04:56.873Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:04:57.590Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:04:58.295Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:04:58.820Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:04:59.015Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:04:59.209Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:04:59.402Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:05:26.755Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:05:27.557Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:05:28.279Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:05:28.823Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:05:29.015Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:05:29.212Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:05:29.406Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:05:56.843Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:05:57.599Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:05:57.901Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:05:58.450Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:05:58.658Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:05:58.881Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:05:59.079Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:06:26.716Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:06:27.482Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:06:28.159Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:06:28.694Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:06:28.886Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:06:29.076Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:06:29.268Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:06:56.756Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:06:57.541Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:06:58.265Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:06:58.809Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:06:59.001Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:06:59.197Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:06:59.391Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:07:26.753Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:07:27.542Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:07:28.221Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:07:30.987Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:07:31.181Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:07:31.374Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:07:31.566Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:07:56.709Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:07:57.460Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:07:58.165Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:07:58.708Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:07:58.905Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:07:59.100Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:07:59.292Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:08:26.722Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:08:27.464Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:08:27.751Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:08:28.298Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:08:28.491Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:08:28.683Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:08:28.875Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:08:56.717Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:08:57.467Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:08:58.207Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:08:58.755Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:08:58.948Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:08:59.144Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:08:59.343Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:09:26.711Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:09:27.708Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:09:28.434Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:09:28.974Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:09:29.166Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:09:29.359Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:09:29.550Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:09:56.701Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:09:57.418Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:09:58.119Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:09:58.654Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:09:58.852Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:09:59.215Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:09:59.409Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:10:26.710Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:10:27.439Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:10:28.158Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:10:28.703Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:10:28.893Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:10:29.091Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:10:29.281Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:10:56.708Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:10:57.487Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:10:58.187Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:10:58.720Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:10:58.914Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:10:59.106Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:10:59.298Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:11:26.709Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:11:27.426Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:11:27.661Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:11:28.198Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:11:28.387Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:11:28.596Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:11:28.794Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:11:56.715Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:11:57.405Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:11:58.090Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:11:58.625Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:11:58.814Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:11:59.001Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:11:59.949Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:12:26.880Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:12:27.588Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:12:28.317Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:12:28.857Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:12:29.049Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:12:29.240Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:12:29.432Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:12:56.700Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:12:57.432Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:12:58.201Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:12:58.904Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:12:59.092Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:12:59.282Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:12:59.473Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:13:26.734Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:13:27.463Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:13:28.146Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:13:28.687Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:13:28.879Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:13:29.071Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:13:29.264Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:13:56.731Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:13:57.468Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:13:58.213Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:13:58.754Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:13:59.118Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:13:59.316Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:13:59.515Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:14:26.724Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:14:27.440Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:14:28.203Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:14:28.736Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:14:28.927Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:14:29.119Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:14:29.311Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:14:56.746Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:14:57.465Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:14:58.188Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:14:58.735Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:14:58.931Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:14:59.126Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:14:59.320Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:15:26.747Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:15:27.556Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:15:28.299Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:15:28.833Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:15:29.030Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:15:29.221Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:15:29.415Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:15:56.737Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:15:57.750Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:15:58.480Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:15:59.009Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:15:59.201Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:15:59.988Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:16:00.181Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:16:26.715Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:16:27.359Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:16:28.030Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:16:28.564Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:16:28.754Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:16:28.948Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:16:29.308Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:16:56.746Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:16:57.464Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:16:58.131Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:16:58.673Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:16:58.867Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:16:59.059Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:16:59.254Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:17:26.723Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:17:27.339Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:17:28.061Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:17:28.602Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:17:28.966Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:17:29.162Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:17:29.357Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:17:56.755Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:17:57.433Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:17:58.164Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:17:58.729Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:17:58.924Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:17:59.115Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:17:59.314Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:18:26.780Z,RAPIRA,USDT/RUB,80.95625188104884,80.98,,0.0293345089469495,,,
2025-08-06T00:18:27.530Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:18:28.258Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:18:28.792Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:18:28.986Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:18:29.179Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:18:29.370Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:18:56.886Z,RAPIRA,USDT/RUB,80.95625188104884,80.98498597832102,,0.03549336413745744,,,
2025-08-06T00:18:57.602Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:18:58.268Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:18:58.803Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:18:58.994Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:18:59.184Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:18:59.377Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:19:26.752Z,RAPIRA,USDT/RUB,80.95625188104884,80.98523295288264,,0.03579843577291616,,,
2025-08-06T00:19:27.473Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:19:28.172Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
2025-08-06T00:19:28.875Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-06T00:19:29.236Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-06T00:19:29.592Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-06T00:19:29.792Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-06T00:19:56.730Z,RAPIRA,USDT/RUB,80.95625188104884,80.98523295288264,,0.03579843577291616,,,
2025-08-06T00:19:57.466Z,GRINEX,USDT/RUB,80.78,81.01,,0.2847239415697004,,,
2025-08-06T00:19:58.198Z,GRINEX,USDT/A7A5,80.739086846,80.97,,0.285999214284441,,,
