Timestamp,Exchange,Pair,Bid,Ask,Last,Spread,Volume,Change,PricePerUSD
2025-08-05T22:31:59.126Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:31:59.320Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:31:59.511Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:32:26.480Z,RAPIRA,USDT/RUB,80.9625462046988,80.99,,0.0339092538317493,,,
2025-08-05T22:32:27.356Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:32:28.266Z,GRINEX,USDT/A7A5,80.75,80.967459952,,0.26930025015479714,,,
2025-08-05T22:32:28.805Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:32:28.997Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:32:29.190Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:32:29.384Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:32:56.488Z,RAPIRA,USDT/RUB,80.9625462046988,80.99,,0.0339092538317493,,,
2025-08-05T22:32:57.447Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:32:58.439Z,GRINEX,USDT/A7A5,80.75,80.967459952,,0.26930025015479714,,,
2025-08-05T22:32:58.984Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:32:59.180Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:32:59.371Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:32:59.569Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:33:26.483Z,RAPIRA,USDT/RUB,80.9625462046988,80.98886698,,0.03250981661897581,,,
2025-08-05T22:33:27.390Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:33:28.385Z,GRINEX,USDT/A7A5,80.75,80.967459952,,0.26930025015479714,,,
2025-08-05T22:33:28.931Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:33:29.124Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:33:29.318Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:33:29.512Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:33:56.476Z,RAPIRA,USDT/RUB,80.9625462046988,80.98886698,,0.03250981661897581,,,
2025-08-05T22:33:57.459Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:34:00.125Z,GRINEX,USDT/A7A5,80.75,80.967459952,,0.26930025015479714,,,
2025-08-05T22:34:00.659Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:34:00.850Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:34:01.043Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:34:01.240Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:34:26.474Z,RAPIRA,USDT/RUB,80.9625462046988,80.98886698,,0.03250981661897581,,,
2025-08-05T22:34:27.464Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:34:28.505Z,GRINEX,USDT/A7A5,80.75,80.967459952,,0.26930025015479714,,,
2025-08-05T22:34:29.039Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:34:29.230Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:34:29.421Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:34:29.614Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:34:56.486Z,RAPIRA,USDT/RUB,80.9625462046988,80.98830638999999,,0.03181741003557989,,,
2025-08-05T22:34:57.371Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:34:57.714Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:34:58.253Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:34:58.446Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:34:58.625Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:34:58.800Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:35:26.517Z,RAPIRA,USDT/RUB,80.9622868446988,80.98830638999999,,0.032137858644119666,,,
2025-08-05T22:35:27.470Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:35:28.469Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:35:29.007Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:35:29.198Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:35:29.387Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:35:29.581Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:35:56.494Z,RAPIRA,USDT/RUB,80.9622868446988,80.98830638999999,,0.032137858644119666,,,
2025-08-05T22:35:57.493Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:35:58.467Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:35:59.004Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:35:59.197Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:35:59.390Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:35:59.581Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:36:26.637Z,RAPIRA,USDT/RUB,80.9622868446988,80.98830638999999,,0.032137858644119666,,,
2025-08-05T22:36:27.605Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:36:28.011Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:36:30.887Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:36:31.083Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:36:31.276Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:36:31.467Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:36:56.480Z,RAPIRA,USDT/RUB,80.9622868446988,80.98830638999999,,0.032137858644119666,,,
2025-08-05T22:36:57.502Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:36:58.361Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:36:58.893Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:36:59.085Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:36:59.277Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:36:59.471Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:37:26.478Z,RAPIRA,USDT/RUB,80.9622868446988,80.98930739100099,,0.03337423800049921,,,
2025-08-05T22:37:27.331Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:37:28.419Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:37:28.946Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:37:29.133Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:37:29.324Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:37:29.517Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:37:56.517Z,RAPIRA,USDT/RUB,80.96162184649853,80.98930739100099,,0.03419588673131085,,,
2025-08-05T22:37:57.481Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:37:58.306Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:37:58.843Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:37:59.041Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:37:59.231Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:37:59.422Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:38:26.512Z,RAPIRA,USDT/RUB,80.96100433383953,80.98930739100099,,0.03495887605934263,,,
2025-08-05T22:38:27.443Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:38:28.497Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:38:29.036Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:38:29.233Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:38:29.422Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:38:29.612Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:38:56.479Z,RAPIRA,USDT/RUB,80.96100433383953,80.98930739100099,,0.03495887605934263,,,
2025-08-05T22:38:57.459Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:38:58.410Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:38:58.948Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:38:59.137Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:38:59.327Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:38:59.518Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:39:26.501Z,RAPIRA,USDT/RUB,80.96100433383953,80.989907391001,,0.035699973585173246,,,
2025-08-05T22:39:27.462Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:39:28.444Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:39:28.980Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:39:29.176Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:39:29.372Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:39:29.731Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:39:56.503Z,RAPIRA,USDT/RUB,80.96100433383953,80.989907391001,,0.035699973585173246,,,
2025-08-05T22:39:57.374Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:39:58.202Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:39:58.736Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:39:58.931Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:39:59.124Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:39:59.317Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:40:26.513Z,RAPIRA,USDT/RUB,80.96100433383953,80.989907391001,,0.035699973585173246,,,
2025-08-05T22:40:27.386Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:40:28.457Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:40:28.996Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:40:29.187Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:40:29.378Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:40:29.571Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:40:56.505Z,RAPIRA,USDT/RUB,80.96100433383953,80.989907391001,,0.035699973585173246,,,
2025-08-05T22:40:57.372Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:40:58.343Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:40:58.879Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:40:59.074Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:40:59.265Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:40:59.456Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:41:26.503Z,RAPIRA,USDT/RUB,80.96100433383953,80.989907391001,,0.035699973585173246,,,
2025-08-05T22:41:27.373Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:41:27.779Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:41:28.484Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:41:28.677Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:41:28.874Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:41:29.067Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:41:56.492Z,RAPIRA,USDT/RUB,80.95974333383951,80.989907391001,,0.0372580938616655,,,
2025-08-05T22:41:57.475Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:41:58.475Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:41:59.013Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:41:59.203Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:41:59.393Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:41:59.585Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:42:26.521Z,RAPIRA,USDT/RUB,80.95974333383951,80.989907391001,,0.0372580938616655,,,
2025-08-05T22:42:27.388Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:42:28.312Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:42:29.021Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:42:29.214Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:42:29.414Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:42:29.611Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:42:56.525Z,RAPIRA,USDT/RUB,80.95974333383951,80.99,,0.03737248281002908,,,
2025-08-05T22:42:57.475Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:42:58.415Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:42:58.957Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:42:59.149Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:42:59.339Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:42:59.535Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:43:26.506Z,RAPIRA,USDT/RUB,80.95974333383951,80.99,,0.03737248281002908,,,
2025-08-05T22:43:27.509Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:43:28.449Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:43:28.981Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:43:29.173Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:43:29.367Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:43:29.558Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:43:56.496Z,RAPIRA,USDT/RUB,80.95974333383951,80.99,,0.03737248281002908,,,
2025-08-05T22:43:57.340Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:43:58.199Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:43:58.733Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:43:58.923Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:43:59.116Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:43:59.308Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:44:26.523Z,RAPIRA,USDT/RUB,80.95974333383951,80.99,,0.03737248281002908,,,
2025-08-05T22:44:26.885Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:44:27.883Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:44:28.427Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:44:28.622Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:44:28.817Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:44:29.015Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:44:56.520Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:44:57.477Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:44:58.418Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:44:58.956Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:44:59.150Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:44:59.343Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:44:59.538Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:45:26.507Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:45:27.466Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:45:28.460Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:45:29.000Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:45:29.193Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:45:29.387Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:45:29.578Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:45:56.530Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:45:57.303Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:45:58.303Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:45:58.853Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:45:59.051Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:45:59.244Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:45:59.439Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:46:26.518Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:46:27.475Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:46:28.333Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:46:28.869Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:46:29.063Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:46:29.255Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:46:29.446Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:46:56.524Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:46:57.628Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:46:58.552Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:46:59.258Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:46:59.456Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:46:59.647Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:46:59.837Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:47:26.538Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:47:27.401Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:47:28.351Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:47:28.899Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:47:29.262Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:47:29.456Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:47:29.654Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:47:56.491Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:47:57.489Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:47:57.878Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:47:58.410Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:47:58.603Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:47:58.796Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:47:58.988Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:48:26.518Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:48:27.534Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:48:28.395Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:48:28.935Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:48:29.132Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:48:29.325Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:48:29.517Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:48:56.695Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:48:57.746Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:48:58.748Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:48:59.283Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:48:59.478Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:48:59.669Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:48:59.860Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:49:26.523Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:49:27.528Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:49:28.526Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:49:29.255Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:49:29.446Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:49:29.638Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:49:29.830Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:49:56.530Z,RAPIRA,USDT/RUB,80.95950333383952,80.99,,0.037669038105038286,,,
2025-08-05T22:49:57.551Z,GRINEX,USDT/RUB,80.78,80.98,,0.2475860361475648,,,
2025-08-05T22:49:58.543Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:49:59.081Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:49:59.272Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:49:59.473Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:49:59.666Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:50:26.543Z,RAPIRA,USDT/RUB,80.95703328383952,80.99,,0.04072125030186098,,,
2025-08-05T22:50:27.534Z,GRINEX,USDT/RUB,80.780105494,80.98,,0.24745511877903417,,,
2025-08-05T22:50:28.468Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:50:29.010Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:50:29.204Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:50:29.399Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:50:29.593Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:50:56.518Z,RAPIRA,USDT/RUB,80.95703328383952,80.99,,0.04072125030186098,,,
2025-08-05T22:50:57.526Z,GRINEX,USDT/RUB,80.780105494,80.98,,0.24745511877903417,,,
2025-08-05T22:50:58.381Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:50:58.921Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:50:59.111Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:50:59.305Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
2025-08-05T22:50:59.501Z,MOEX,Si-3.26,,,86964,,7,0.23,86.964
2025-08-05T22:51:26.521Z,RAPIRA,USDT/RUB,80.95703328383952,80.99,,0.04072125030186098,,,
2025-08-05T22:51:27.384Z,GRINEX,USDT/RUB,80.780105494,80.98,,0.24745511877903417,,,
2025-08-05T22:51:28.377Z,GRINEX,USDT/A7A5,80.75,80.967659852,,0.26954780433436165,,,
2025-08-05T22:51:28.917Z,MOEX,USDRUBF,,,80.13,,7649,0.18,0.08012999999999999
2025-08-05T22:51:29.109Z,MOEX,Si-9.25,,,81128,,22767,0.14,81.128
2025-08-05T22:51:29.304Z,MOEX,Si-12.25,,,83962,,1087,0.18,83.962
